?id,opportunity_name,type,active,probability,expected_revenue,recurring_revenue,priority,date_deadline,date_open,date_closed,date_conversion,create_date,write_date,stage_name,stage_sequence,partner_name,partner_email,partner_phone,partner_mobile,partner_street,partner_city,partner_zip,partner_country,lead_contact_name,email_from,phone,mobile,street,city,zip,lead_country,assigned_user_login,assigned_user_name,sales_team,tags,lost_reason,campaign,medium,source
1203,"Oportunidad - Marketing Digital Pro / Flores, Natalia",opportunity,t,88.00,317931.7,0.0,3,2026-06-03,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Marketing Digital Pro,natalia.flores@marketingdig.com,+52 33 0974-9987,+52 55 3225-4296,"Av. Reforma #693, Int. 4",Mexicali,92339,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1204,"Oportunidad - Recursos Humanos Plus / Pérez, Susana",opportunity,t,10.00,451721.26,0.0,2,2026-06-14,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Recursos Humanos Plus,susana.perez@recursoshuma.mx,+34 91 1117-9562,+1 305 1950-5940,"Av. Reforma #571, Int. 19",Acapulco,22930,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1205,"Oportunidad - Transporte Rápido / Martínez, Lucía",opportunity,f,0.00,387422.0,0.0,3,2026-05-22,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,Transporte Rápido,lucia.martin@transportera.com,+1 305 2744-0412,+52 55 8414-5223,"Blvd. del Valle #336, Int. 28",Torreón,19885,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1206,"Oportunidad - Diseño & Branding Co / Espinoza, Eduardo",opportunity,t,92.00,131793.74,0.0,2,2026-04-02,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Diseño & Branding Co,eduardo.espino@disenobrandi.net,+52 33 0657-2903,+52 55 9529-9160,"Av. Revolución #397, Int. 23",Guadalajara,39625,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1207,"Oportunidad - CloudBase Inc / Díaz, Arturo",opportunity,t,24.00,76242.33,0.0,0,2026-05-12,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,CloudBase Inc,arturo.diaz@cloudbaseinc.org,+34 91 5544-6135,+52 55 2326-7653,"Blvd. del Valle #807, Int. 29",Zapopan,77714,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1208,"Oportunidad - RetailMáx / Aguilar, Arturo",opportunity,t,45.00,442410.97,0.0,2,2026-06-25,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,RetailMáx,arturo.aguila@retailmax.mx,+52 55 7667-7630,+1 305 5660-8617,"Av. Lázaro Cárdenas #339, Int. 48",Bogotá,30323,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1209,"Oportunidad - Outsourcing Total / Ríos, Carmen",opportunity,t,51.00,248647.71,0.0,3,2026-05-26,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Outsourcing Total,carmen.rios@outsourcingt.com.mx,+52 55 5641-9863,+52 55 5216-1187,"Av. Reforma #590, Int. 23",Culiacán,22370,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1210,"Oportunidad - Telecomunicaciones Unidas / Campos, Arturo",opportunity,t,48.00,19424.21,0.0,3,2026-04-15,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,Telecomunicaciones Unidas,arturo.campos@telecomunica.org,+52 33 8774-4310,+1 305 8707-6776,"Calle Principal #167, Int. 45",Zapopan,33110,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1211,"Oportunidad - AutoPartes Premium / Ruiz, Susana",opportunity,t,48.00,219264.0,0.0,1,2026-05-28,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,AutoPartes Premium,susana.ruiz@autopartespr.com.mx,+1 305 3914-1096,+52 33 1482-2192,"Calle Álvaro Obregón #912, Int. 8",Cancún,52514,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1212,"Oportunidad - Plásticos Industriales / Torres, Marco",opportunity,t,67.00,485156.56,0.0,0,2026-07-01,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,Plásticos Industriales,marco.torres@plasticosind.com,+1 305 6755-1534,+1 305 9220-0699,"Av. Lázaro Cárdenas #406, Int. 10",Acapulco,89589,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1213,"Oportunidad - Alimentos del Valle / Soto, Isabel",opportunity,t,60.00,194890.82,0.0,1,2026-06-26,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,Alimentos del Valle,isabel.soto@alimentosdel.org,+57 1 3699-4971,+52 81 3794-6904,"Calle Héroe de Nacozari #675, Int. 34",Caracas,20009,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1214,"Oportunidad - Farmacéutica Nacional / Núñez, Andrés",opportunity,t,66.00,465075.04,0.0,0,2026-06-18,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Farmacéutica Nacional,andres.nunez@farmaceutica.org,+52 55 1078-1505,+34 91 7275-1915,"Calle Principal #782, Int. 21",Hermosillo,31285,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1215,"Oportunidad - DataSync Corp / Reyes, Natalia",opportunity,t,57.00,280657.82,0.0,2,2026-03-30,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,DataSync Corp,natalia.reyes@datasynccorp.com.mx,+52 33 3929-5051,+52 55 1506-8607,"Calle Principal #847, Int. 36",Querétaro,51094,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1216,"Oportunidad - Importadora del Sur / Molina, Elena",opportunity,t,25.00,303137.85,0.0,2,2026-08-17,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Importadora del Sur,elena.molina@importadorad.com.mx,+57 1 6702-0969,+34 91 0359-7004,"Calle Héroe de Nacozari #904, Int. 15",Madrid,81039,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1217,"Oportunidad - Seguros Confianza / Soto, Patricia",opportunity,t,10.00,59118.03,0.0,1,2026-06-10,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,Seguros Confianza,patricia.soto@segurosconfi.com,+52 81 7715-8783,+52 33 5093-9620,"Calle Héroe de Nacozari #329, Int. 5",Caracas,16808,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1218,"Oportunidad - Limpieza Profesional / Soto, Fernando",opportunity,t,68.00,360996.28,0.0,2,2026-07-15,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Limpieza Profesional,fernando.soto@limpiezaprof.com.mx,+1 305 8395-2351,+34 91 4509-2533,"Calzada Independencia #87, Int. 34",Veracruz,97426,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1219,"Oportunidad - AutoPartes Premium / Medina, Roberto",opportunity,t,93.00,488554.8,0.0,2,2026-05-17,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,AutoPartes Premium,roberto.medina@autopartespr.mx,+1 305 4790-7780,+52 33 5347-0656,"Blvd. del Valle #780, Int. 8",Santiago,10893,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1220,"Oportunidad - Agro Exportadora / Fuentes, Héctor",opportunity,t,8.00,189156.6,0.0,0,2026-04-25,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Agro Exportadora,hector.fuente@agroexportad.com.mx,+52 33 6623-0627,+57 1 8679-7728,"Calzada Independencia #795, Int. 33",Acapulco,40132,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1221,"Oportunidad - Servicios Integrales SA / Mendoza, Isabel",opportunity,t,62.00,356009.36,0.0,3,2026-07-27,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,Servicios Integrales SA,isabel.mendoz@serviciosint.org,+52 55 8607-2281,+52 81 8016-1998,"Calle Álvaro Obregón #766, Int. 34",Morelia,62111,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1222,"Oportunidad - Constructora del Pacífico / Ruiz, Camila",opportunity,t,23.00,198478.36,0.0,0,2026-06-20,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Constructora del Pacífico,camila.ruiz@constructora.com,+52 33 0186-3667,+1 305 0575-7433,"Calle Principal #919, Int. 3",Madrid,13556,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1223,"Oportunidad - BetaWorks / Martínez, Guillermo",opportunity,t,5.00,47111.57,0.0,2,2026-05-30,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,BetaWorks,guillermo.martin@betaworks.com,+57 1 6494-2425,+52 33 9683-5122,"Callejón Ángel García #200, Int. 46",Culiacán,61448,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1224,"Oportunidad - Importadora del Sur / Soto, Roberto",opportunity,t,53.00,371231.74,0.0,1,2026-03-15,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Importadora del Sur,roberto.soto@importadorad.net,+52 33 5567-4294,+57 1 6947-7878,"Calle Héroe de Nacozari #418, Int. 2",Tijuana,10676,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1225,"Oportunidad - Servicios Integrales SA / Ruiz, Lucía",opportunity,t,24.00,117506.79,0.0,2,2026-07-30,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,Servicios Integrales SA,lucia.ruiz@serviciosint.com,+52 81 0770-2496,+52 33 1512-3369,"Calle Álvaro Obregón #707, Int. 38",Acapulco,77130,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1226,"Oportunidad - MedTech Soluciones / Pérez, Jorge",opportunity,t,93.00,21251.63,0.0,1,2026-06-09,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,MedTech Soluciones,jorge.perez@medtechsoluc.com.mx,+1 305 6945-1872,+52 81 0738-8815,"Callejón Ángel García #416, Int. 6",Puebla,31281,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1227,"Oportunidad - Inversiones del Golfo / Ramos, Pedro",opportunity,t,100.00,224535.37,0.0,1,2026-06-30,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,Inversiones del Golfo,pedro.ramos@inversionesd.org,+52 55 3886-6277,+52 33 5657-6505,"Callejón Ángel García #647, Int. 10",Miami,26058,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1228,"Oportunidad - ProSoft México / Cruz, Sergio",opportunity,t,30.00,252113.64,0.0,3,2026-03-11,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,ProSoft México,sergio.cruz@prosoftmexic.net,+52 55 6489-2571,+57 1 1326-2723,"Calle Héroe de Nacozari #637, Int. 49",Puebla,51847,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1229,"Oportunidad - TechSolutions Inc / Jiménez, Verónica",opportunity,t,51.00,359617.65,0.0,2,2026-08-03,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,TechSolutions Inc,veronica.jimene@techsolution.mx,+34 91 9288-1423,+57 1 2214-2668,"Av. Reforma #218, Int. 26",Los Ángeles,94181,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1230,"Oportunidad - Consultora Estratégica / Castillo, Patricia",opportunity,t,94.00,448407.88,0.0,3,2026-06-06,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,Consultora Estratégica,patricia.castil@consultoraes.com,+34 91 5363-8773,+52 55 5750-9614,"Blvd. del Valle #31, Int. 50",Tampico,96860,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1231,"Oportunidad - Outsourcing Total / Núñez, Carlos",opportunity,t,58.00,430608.15,0.0,2,2026-08-16,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Outsourcing Total,carlos.nunez@outsourcingt.net,+34 91 0094-0308,+57 1 8864-1400,"Blvd. del Valle #512, Int. 14",Aguascalientes,21320,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1232,"Oportunidad - Consulting Partners / Mendoza, Luis",opportunity,t,18.00,260577.52,0.0,3,2026-04-14,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Consulting Partners,luis.mendoz@consultingpa.com.mx,+34 91 6141-9994,+34 91 1035-6059,"Blvd. del Valle #977, Int. 6",San Luis Potosí,86867,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1233,"Oportunidad - Textiles Modernos / Flores, Héctor",opportunity,t,34.00,46076.39,0.0,2,2026-05-28,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Textiles Modernos,hector.flores@textilesmode.com,+52 55 2506-0009,+57 1 7801-8439,"Calzada Independencia #531, Int. 37",Juárez,73707,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1234,"Oportunidad - AutoPartes Premium / Jiménez, Laura",opportunity,t,42.00,152951.98,0.0,0,2026-04-10,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,AutoPartes Premium,laura.jimene@autopartespr.com,+34 91 8514-8945,+52 55 9388-1516,"Av. Reforma #501, Int. 40",Juárez,37577,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1235,"Oportunidad - Global Ventures / Silva, Patricia",opportunity,t,12.00,256891.51,0.0,2,2026-07-08,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Global Ventures,patricia.silva@globalventur.com.mx,+34 91 9392-3491,+52 81 3628-8017,"Paseo de la Constitución #243, Int. 15",Monterrey,85154,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1236,"Oportunidad - Bienes Raíces Élite / Martínez, Guillermo",opportunity,t,28.00,192177.58,0.0,3,2026-07-13,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Bienes Raíces Élite,guillermo.martin@bienesraices.net,+52 55 2196-6131,+34 91 2550-4334,"Av. Reforma #865, Int. 14",Aguascalientes,88698,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1237,"Oportunidad - Química Industrial / Castro, Laura",opportunity,t,44.00,348196.75,0.0,1,2026-07-30,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,Química Industrial,laura.castro@quimicaindus.mx,+52 33 9674-8771,+52 55 2425-4345,"Paseo de la Constitución #378, Int. 46",Cancún,94225,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1238,"Oportunidad - Electrónica Avanzada / Vega, Mariana",opportunity,t,82.00,487787.53,0.0,0,2026-06-30,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Electrónica Avanzada,mariana.vega@electronicaa.com,+52 81 7553-3684,+52 81 6864-7042,"Calle Héroe de Nacozari #686, Int. 39",Guadalajara,54294,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1239,"Oportunidad - Capital Partners MX / Guerrero, Sergio",opportunity,t,34.00,293796.61,0.0,0,2026-04-07,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,Capital Partners MX,sergio.guerre@capitalpartn.net,+52 81 3038-1794,+52 81 4450-8821,"Av. Reforma #503, Int. 1",Puebla,12527,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1240,"Oportunidad - EduPlataforma / Ramos, Pablo",opportunity,t,24.00,189225.98,0.0,1,2026-08-15,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,EduPlataforma,pablo.ramos@eduplataform.org,+52 33 3219-9152,+34 91 9352-2035,"Blvd. del Valle #706, Int. 8",Tijuana,23090,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1241,"Oportunidad - Innovatech Ltda. / Martínez, Héctor",opportunity,t,66.00,479911.73,0.0,0,2026-03-23,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,Innovatech Ltda.,hector.martin@innovatechlt.org,+52 81 1101-4231,+52 33 7129-6278,"Av. Reforma #596, Int. 40",Caracas,64831,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1242,"Oportunidad - AlphaDigital / Vargas, Eduardo",opportunity,f,0.00,373273.08,0.0,0,2026-03-12,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,AlphaDigital,eduardo.vargas@alphadigital.mx,+52 55 9258-5973,+52 33 9169-4808,"Callejón Ángel García #436, Int. 42",Veracruz,99978,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1243,"Oportunidad - Inversiones del Golfo / Castro, Emmanuel",opportunity,f,0.00,217128.3,0.0,3,2026-06-12,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Inversiones del Golfo,emmanuel.castro@inversionesd.mx,+34 91 0275-2213,+34 91 0157-1875,"Blvd. del Valle #813, Int. 3",Aguascalientes,97111,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1244,"Oportunidad - EduPlataforma / Romero, Susana",opportunity,t,94.00,227917.35,0.0,0,2026-06-12,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,EduPlataforma,susana.romero@eduplataform.org,+52 81 5107-9133,+52 55 2683-4365,"Calle Héroe de Nacozari #543, Int. 25",León,57314,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1245,"Oportunidad - Diseño & Branding Co / González, Roberto",opportunity,t,23.00,117448.83,0.0,0,2026-04-09,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,Diseño & Branding Co,roberto.gonzal@disenobrandi.mx,+52 81 4759-1758,+57 1 8923-5144,"Calle Álvaro Obregón #737, Int. 47",Caracas,73627,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1246,"Oportunidad - Seguros Confianza / Rivera, Andrés",opportunity,t,19.00,139500.98,0.0,3,2026-05-28,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Seguros Confianza,andres.rivera@segurosconfi.org,+1 305 2441-1447,+52 81 2346-6433,"Paseo de la Constitución #367, Int. 35",Ciudad de México,30270,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1247,"Oportunidad - Plásticos Industriales / Romero, Diego",opportunity,t,60.00,298258.16,0.0,2,2026-06-03,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Won""}",70,,,,,,,,,Plásticos Industriales,diego.romero@plasticosind.net,+57 1 6614-7700,+52 81 9027-9822,"Av. Revolución #37, Int. 48",Lima,39006,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1248,"Oportunidad - BetaWorks / Cabrera, Ana",opportunity,t,64.00,483952.22,0.0,2,2026-08-13,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,BetaWorks,ana.cabrer@betaworks.net,+57 1 9380-0816,+1 305 1641-3940,"Av. Revolución #160, Int. 41",Bogotá,74955,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1249,"Oportunidad - Publicidad Creativa / García, Raúl",opportunity,t,39.00,370018.31,0.0,1,2026-05-16,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,Publicidad Creativa,raul.garcia@publicidadcr.com.mx,+1 305 8676-9310,+52 81 4229-1309,"Calle Álvaro Obregón #333, Int. 32",Mexicali,32558,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1250,"Oportunidad - ProSoft México / Ramos, Isabel",opportunity,t,26.00,230478.71,0.0,2,2026-04-14,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Proposition""}",3,,,,,,,,,ProSoft México,isabel.ramos@prosoftmexic.org,+52 33 0101-5984,+57 1 3101-3038,"Blvd. del Valle #443, Int. 24",Chihuahua,93293,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1251,"Oportunidad - Capital Partners MX / Ortiz, Rodrigo",opportunity,t,67.00,56778.15,0.0,1,2026-08-09,2026-03-01 16:59:19.371745,,,2026-03-01 16:59:19.371745,2026-03-01 16:59:19.371745,"{""en_US"": ""Proposition""}",3,,,,,,,,,Capital Partners MX,rodrigo.ortiz@capitalpartn.mx,+1 305 6880-7467,+52 81 5787-7478,"Calle Héroe de Nacozari #345, Int. 19",Los Ángeles,75804,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1252,"Oportunidad - Química Industrial / Mendoza, Raúl",opportunity,t,74.00,174592.46,0.0,1,2026-07-02,2026-03-01 16:59:19.371745,,,2026-03-01 16:59:19.371745,2026-03-01 16:59:19.371745,"{""en_US"": ""Qualified""}",2,,,,,,,,,Química Industrial,raul.mendoz@quimicaindus.net,+52 55 3519-4039,+52 33 6919-1974,"Av. Lázaro Cárdenas #572, Int. 43",Veracruz,89702,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1253,"Oportunidad - RetailMáx / González, Patricia",opportunity,f,0.00,379897.52,0.0,0,2026-06-02,2026-03-01 16:59:19.371745,,,2026-03-01 16:59:19.371745,2026-03-01 16:59:19.371745,"{""en_US"": ""New""}",1,,,,,,,,,RetailMáx,patricia.gonzal@retailmax.com.mx,+1 305 2830-4654,+1 305 9319-5226,"Av. Lázaro Cárdenas #312, Int. 24",Mérida,77571,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1254,"Oportunidad - FinServ Group / Ramos, Javier",opportunity,t,100.00,336522.65,0.0,1,2026-05-11,2026-03-01 16:59:19.371745,,,2026-03-01 16:59:19.371745,2026-03-01 16:59:19.371745,"{""en_US"": ""Won""}",70,,,,,,,,,FinServ Group,javier.ramos@finservgroup.org,+52 81 2375-0086,+52 55 1149-7607,"Av. Revolución #745, Int. 30",Barcelona,79922,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1255,"Oportunidad - Farmacéutica Nacional / Ríos, Lucía",opportunity,t,69.00,244709.03,0.0,0,2026-07-16,2026-03-01 16:59:19.371745,,,2026-03-01 16:59:19.371745,2026-03-01 16:59:19.371745,"{""en_US"": ""Proposition""}",3,,,,,,,,,Farmacéutica Nacional,lucia.rios@farmaceutica.mx,+52 33 9962-7393,+52 55 0144-1328,"Callejón Ángel García #847, Int. 31",Chihuahua,32747,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1256,"Oportunidad - Inversiones del Golfo / Vega, Natalia",opportunity,t,56.00,480512.22,0.0,2,2026-07-12,2026-03-01 16:59:19.371745,,,2026-03-01 16:59:19.371745,2026-03-01 16:59:19.371745,"{""en_US"": ""Qualified""}",2,,,,,,,,,Inversiones del Golfo,natalia.vega@inversionesd.net,+34 91 4994-0554,+34 91 8678-5562,"Av. Reforma #547, Int. 39",Querétaro,94973,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
